"AOU","fLU_ab","fLU_pr","fLU_tas","Diet.5Cat","IUCN_status","tail"
60,0.0700636942675161,0.772641021217871,-0.888111888111887,"Invertebrate","LC","LT"
70,-1,-0.217726396917149,-0.539393939393936,"VertFishScav","LC","UT"
540,0.708108108108108,0.189521301735198,0.447988904299583,"VertFishScav","LC","LT"
770,1,0.688661459736063,-0.999999999999999,"VertFishScav","LC","LT"
1250,1,0.502902374670184,-0.924528301886791,"VertFishScav","LC","LT"
1320,0.290780141843972,0.199898998841159,-0.113980514144853,"Omnivore","LC","LT"
1350,0.689133425034389,0.473539572864323,-0.759794476557482,"PlantSeed","LC","LT"
1400,0.459637561779244,0.912851555574415,-0.806640625,"PlantSeed","LC","LT"
1410,1,-1,0.67741935483871,"PlantSeed","LC","LT"
1420,0.156398104265401,0.489056603773585,-0.621951219512195,"Invertebrate","LC","LT"
1430,-0.0535211267605627,0.645165726860129,-0.738035264483627,"PlantSeed","LC","UT"
1460,1,0.568290353390641,-1,"PlantSeed","LC","LT"
1720,0.311608961303462,-0.65535323407019,0.496397694524496,"PlantSeed","LC","LT"
1810,-1,-1,1,"PlantSeed","LC","UT"
1840,1,0.375922626622551,-0.139610389610389,"VertFishScav","LC","LT"
1940,-0.497942386831277,-0.015630550621668,0.468917881811204,"VertFishScav","LC","UT"
1960,-1,0.520298047276466,-0.386939571150098,"VertFishScav","LC","UT"
2001,-0.178247734138973,0.821644262614455,-0.280242877160207,"Invertebrate","LC","UT"
2010,0.306930693069305,-0.612200435729847,0.392739273927393,"VertFishScav","LC","LT"
2060,0.215686274509804,0.479886639345935,0.369411764705883,"Omnivore","LC","LT"
2140,0.665306122448979,0.530645886407914,-0.248730964467006,"PlantSeed","LC","LT"
2210,1,0.904230191110157,-0.961538461538457,"PlantSeed","LC","LT"
2240,1,0.481563015960373,-0.999999999999999,"Invertebrate","LC","LT"
2300,0.304066543438078,0.291179995596378,0.196328264145773,"Invertebrate","LC","LT"
2490,-1,0.192755672254764,-0.905333333333333,"Invertebrate","LC","UT"
2580,1,-0.264190981432361,-0.637621023513139,"Invertebrate","LC","LT"
2610,0.224806201550386,0.649289894900249,-0.702772963604853,"Invertebrate","LC","LT"
2640,-1,-0.162913907284767,0.32605729877217,"Invertebrate","LC","UT"
2730,0.082742891802616,-0.161193189794983,0.583069304607007,"Invertebrate","LC","LT"
2890,-0.12181879877842,-0.0577017530968279,0.487923007218072,"PlantSeed","NT","UT"
2920,1,-0.791065775589166,0.715504978662873,"PlantSeed","LC","LT"
2930,0.293433799784717,0.368362472754254,-0.0374882849109656,"PlantSeed","LC","LT"
2940,0.251761103899772,-0.172603932380468,-0.21771584971386,"PlantSeed","LC","LT"
2950,0.175592625109746,0.776129493724175,0.21780250347705,"PlantSeed","LC","LT"
3091,-0.292940280648319,0.274533304689002,0.244960520204365,"PlantSeed","LC","UT"
3120,0.548387096774193,-0.512235586893405,-0.331416247304098,"PlantSeed","LC","LT"
3131,-0.156383628588882,-0.311069707217454,0.581805309734512,"PlantSeed","LC","UT"
3160,-0.0661472955718218,-0.386113595272676,0.46753921452464,"PlantSeed","LC","UT"
3190,-0.629139072847683,0.675239833654709,0.15129449838188,"PlantSeed","LC","UT"
3200,-0.579158316633265,0.906100478468899,-0.226199543031227,"Omnivore","LC","UT"
3250,-0.205676676264912,-0.326461931881117,0.208332248405155,"VertFishScav","LC","UT"
3260,-1,0.437674383530654,-0.748090026842866,"VertFishScav","LC","UT"
3310,-1,0.955103472465802,-0.873015873015873,"VertFishScav","LC","UT"
3370,-0.095496894409938,0.110668156048908,0.159017330032374,"VertFishScav","LC","UT"
3390,0.0451866404715133,0.632702974188758,-0.432848965213564,"VertFishScav","LC","LT"
3420,-0.793103448275863,0.587584970493763,0.119561493662213,"VertFishScav","LC","UT"
3600,-0.340153452685423,-0.121200316137503,0.53185185185185,"Invertebrate","LC","UT"
3850,-0.302970297029703,1,-1,"VertFishScav","LC","UT"
3870,-0.147153015252674,0.140601826114962,0.444952497078694,"Invertebrate","LC","UT"
3930,-1,-0.494725334790927,0.0404217926186285,"Invertebrate","LC","UT"
3940,0.052294376752607,-0.444047987879991,0.442896935933146,"Invertebrate","LC","LT"
3970,-1,0.324822695035462,-0.61576354679803,"Invertebrate","LC","UT"
3990,-1,-0.963386727688787,1,"Invertebrate","LC","UT"
4020,-0.469927561650757,-0.0995615625515073,-0.258840626513806,"Omnivore","LC","UT"
4050,0.0418410041841001,-0.30108795709952,0.594003365458159,"Invertebrate","LC","LT"
4060,-0.0884848484848477,-0.226429250237582,0.0977552498189709,"Invertebrate","LC","UT"
4070,-1,-0.670028328611897,-0.523360075507314,"PlantSeed","LC","UT"
4090,0.0282727496674973,-0.398592911888663,0.621839254002832,"Omnivore","LC","LT"
4110,0.31496062992126,0.894359554800982,0.060734463276836,"Omnivore","LC","LT"
4120,-0.0590032154340839,-0.787779703592264,0.631059337956478,"Invertebrate","LC","UT"
4130,-0.108476064997804,-0.212170946772221,0.0866796695731975,"Invertebrate","LC","UT"
4160,-1,-0.120146283747446,0.717806531115218,"Invertebrate","NT","UT"
4200,0.455915599095705,0.423121668438686,0.240336613892454,"Invertebrate","LC","LT"
4230,0.0326255308518618,-0.542676291502953,0.734170729207841,"Invertebrate","VU","LT"
4280,1,0.304788019405191,0.574007220216607,"FruiNect","LC","LT"
4320,-0.420802751628389,0.0664245597736585,0.521633585606168,"FruiNect","LC","UT"
4430,-0.267931513188338,0.3120580346257,-0.694601849090367,"Invertebrate","LC","UT"
4440,0.0670236938983472,-0.0761623382437006,0.473174351258322,"Invertebrate","LC","LT"
4470,-0.101692463474613,0.322166716603669,0.212892049598831,"Invertebrate","LC","UT"
4480,0.71689497716895,0.253091045335333,0.187247204377827,"Invertebrate","LC","LT"
4520,0.148753385003267,-0.347406951343966,0.476615407182847,"Invertebrate","LC","LT"
4530,0.271028037383177,1,-0.25503355704698,"Invertebrate","LC","LT"
4540,0.0199071001990686,0.340981331624817,0.0838027760032521,"Invertebrate","LC","LT"
4560,-0.0633188700261971,-0.561476469067926,0.444319566305569,"Invertebrate","LC","UT"
4570,0.749182115594329,0.351833224750708,0.403965303593556,"Invertebrate","LC","LT"
4580,-0.58891454965358,0.271410912943671,-0.149689143950262,"Invertebrate","LC","UT"
4590,-0.495798319327731,-0.829608294930875,0.115116017120973,"Invertebrate","NT","UT"
4610,-0.145988822787092,-0.59622474467153,0.639353629740426,"Invertebrate","LC","UT"
4620,0.0512982900569983,-0.256994946382349,0.101877607788594,"Invertebrate","LC","LT"
4641,0.455026455026456,-0.206958856021887,-0.585108287095042,"Invertebrate","LC","LT"
4650,0.141786505953052,-0.807804822951374,0.699986340663843,"Invertebrate","LC","LT"
4660,0.359409190371992,-0.183632223171079,-0.250692137320044,"Invertebrate","LC","LT"
4661,0.165617300848617,0.0239912579309317,0.0115916739374297,"Invertebrate","LC","LT"
4670,-0.114154743693981,0.0525374649754634,0.0270802560315113,"Invertebrate","LC","UT"
4680,0.53026196928636,-0.184291423301568,-0.168000000000002,"Invertebrate","LC","LT"
4690,-0.648000000000001,-0.1834632926291,0.291148500365765,"Invertebrate","LC","UT"
4740,-0.183798992344435,0.0798412198789917,0.571551164786402,"Omnivore","LC","UT"
4750,-0.323519571763133,0.107893878984354,0.302766539986106,"Omnivore","LC","UT"
4760,0.0499999999999976,0.368010403120937,-0.340694006309147,"Omnivore","VU","LT"
4770,-0.043871449183331,-0.447858456057936,0.529240560850057,"Omnivore","LC","UT"
4780,0.330687746776975,-0.452943082944828,-0.0847174759596268,"Omnivore","LC","LT"
4812,0.0241286863270775,-0.306851424172441,-0.431978458776766,"Omnivore","NT","LT"
4813,0.518796992481203,0.563676986913501,-0.303614457831326,"Omnivore","LC","LT"
4840,0.733050847457627,0.103390068926714,0.973924380704042,"Omnivore","LC","LT"
4860,-0.383561643835616,0.0549114358294623,0.100124830958079,"VertFishScav","LC","UT"
4870,-0.179166666666668,0.714131023537315,-0.0064197530864195,"Omnivore","LC","UT"
4880,0.196683584963351,-0.442262464517776,0.464231422363611,"Omnivore","LC","LT"
4881,1,-0.937519331889886,0.53225806451613,"Omnivore","LC","LT"
4900,-0.271472392638037,-0.197203561718714,0.390299479166668,"Omnivore","LC","UT"
4910,-1,1,0.868131868131868,"Omnivore","LC","UT"
4920,0.564575645756458,0.280055380355358,0.477499999999999,"Omnivore","VU","LT"
4930,-0.100253019757919,-0.510106994019906,0.459896320514725,"Omnivore","LC","UT"
4940,-0.206469821971342,-0.0272371410582783,0.207390648567118,"Invertebrate","LC","UT"
4950,-0.0316082891549895,-0.330845702513888,0.435255185916226,"PlantSeed","LC","UT"
4970,0.164331210191082,0.773440046354978,-0.218026023484607,"Invertebrate","EN","LT"
4980,-0.117936027396122,-0.415735701740461,0.448652760391857,"Omnivore","LC","UT"
5010,-0.0391683285483724,-0.330571826943793,0.643871678706991,"Invertebrate","NT","UT"
5011,0.13233157870814,0.260515713286645,0.370074894171278,"Omnivore","LC","LT"
5040,1,0.697838345864661,0.574415744157441,"Invertebrate","LC","LT"
5060,0.0631469979296069,-0.179313249540023,0.643595259184276,"Omnivore","LC","LT"
5070,-0.0640008667934817,-0.476382602607859,0.518622260526963,"Invertebrate","LC","UT"
5080,-0.00900900900900938,-0.0382173071420192,0.0756611511808791,"Invertebrate","LC","UT"
5100,0.189074139765873,0.155750548417424,0.227046054561454,"Invertebrate","LC","LT"
5110,-0.0892988477568045,-0.515405062740379,0.555308000944064,"Omnivore","NT","UT"
5120,-1,0.717441829080995,-0.316017316017317,"Invertebrate","LC","UT"
5130,-1,0.690402017504821,-0.686109945446916,"Omnivore","LC","UT"
5170,-0.14240506329114,0.0073497293704309,-0.563143631436315,"PlantSeed","LC","UT"
5180,1,0.231381466742467,0.476135040745052,"PlantSeed","LC","LT"
5190,0.073756103342484,-0.65971656309538,0.498446964905623,"PlantSeed","LC","LT"
5210,-0.0806845965770174,0.0993788819875774,0.233734939759037,"PlantSeed","LC","UT"
5275,1,1,-1,"PlantSeed","LC","LT"
5280,0.125000000000001,-0.540337711069417,1,"PlantSeed","LC","LT"
5290,0.0711553123115921,-0.496221141442312,0.472999297518396,"PlantSeed","LC","LT"
5300,-0.455445544554454,-0.177090736792228,-0.424377791959158,"PlantSeed","LC","UT"
5330,0.220543806646524,-0.0805433326956191,0.0717793728749537,"PlantSeed","LC","LT"
5360,1,1,-1,"Omnivore","LC","LT"
5380,-0.455245428296438,0.803602156705289,-0.92548435171386,"PlantSeed","VU","UT"
5400,-0.0948802254579608,0.344907433385332,0.432022857969547,"Omnivore","LC","UT"
5420,-0.259317974014136,0.0406541007636721,0.226142715084181,"Omnivore","LC","UT"
5460,0.0401884836112843,-0.173604108528949,0.146642712777902,"Invertebrate","LC","LT"
5480,-1,0.813842482100238,-0.714285714285721,"PlantSeed","LC","UT"
5520,0.198441558441559,0.245764314348386,0.147725145103913,"PlantSeed","LC","LT"
5540,0.176352705410822,-0.362423780487804,-0.031487062246701,"PlantSeed","LC","LT"
5570,1,-1,0.818181818181817,"PlantSeed","LC","LT"
5580,-0.284677015523285,0.0824697294267119,-0.0184831102613146,"PlantSeed","LC","UT"
5590,1,-0.720279720279721,0.866666666666667,"Omnivore","LC","LT"
5600,0.0400103811027928,-0.521518162599089,0.510562725096241,"PlantSeed","LC","LT"
5610,0.0469422911283385,0.226279340255575,-0.35186263096624,"PlantSeed","LC","LT"
5620,-0.523868567885927,0.305977130251455,0.773152255510816,"Omnivore","LC","UT"
5630,-0.040805767307095,-0.664600115045142,0.688330221783455,"PlantSeed","LC","UT"
5660,-1,-1,0.882352941176471,"PlantSeed","LC","UT"
5670,0.453508771929825,-0.469003447160275,0.594715734843123,"PlantSeed","LC","LT"
5671,-0.2786783042394,-0.31834666529489,-0.179933227903708,"PlantSeed","LC","UT"
5690,-0.0737221816416651,-0.35476674758874,0.323638613861385,"PlantSeed","LC","UT"
5730,-0.294493216280926,0.294762735238142,0.32327676513723,"Omnivore","LC","UT"
5780,0.359725521245713,0.15756410603558,0.0269299820466791,"Invertebrate","LC","LT"
5810,-0.112070287344745,-0.49844514742671,0.386310453355117,"Omnivore","LC","UT"
5830,-0.0765550239234454,-0.213098691659266,0.307320698625047,"Omnivore","LC","UT"
5840,-0.316087308003234,-0.197131592933691,0.107641741988496,"Omnivore","LC","UT"
5850,1,-0.862845651080945,0.767509025270758,"Omnivore","LC","LT"
5870,-0.0146811097102574,-0.669339102264967,0.706303560351364,"Omnivore","LC","UT"
5880,0.056189846336226,-0.293579730691061,-0.277066388990515,"Omnivore","LC","LT"
5900,-0.182068965517242,-0.38843719920539,0.55151136452394,"Omnivore","LC","UT"
5910,0.318485523385301,0.470453504351809,0.441029306647606,"PlantSeed","LC","LT"
5930,0.064244678635262,-0.484422260461385,0.565534189135777,"PlantSeed","LC","LT"
5940,-1,0.316202326210442,-0.250596658711216,"PlantSeed","LC","UT"
5950,0.0469138151199591,-0.345796482117581,0.623481215958288,"Omnivore","LC","LT"
5960,-0.168173598553345,-0.31608730310866,-0.419043947571318,"Invertebrate","LC","UT"
5970,-0.0634877384196178,0.051153936962408,0.676662394987896,"Omnivore","LC","UT"
5980,0.068416132218298,-0.513239593810784,0.676494093797513,"PlantSeed","LC","LT"
5990,-0.233067729083665,-0.299769873632362,-0.526250516742457,"Omnivore","LC","UT"
6010,0.0745454545454549,0.182946701033983,-0.80952380952381,"PlantSeed","LC","LT"
6040,-0.141157556270097,-0.150758385859109,0.352944478751472,"PlantSeed","LC","UT"
6050,-0.424866514111365,0.505426481228395,0.808243727598566,"PlantSeed","LC","UT"
6070,-0.15795484589146,-0.276148339630147,-0.253131647364688,"Invertebrate","LC","UT"
6080,0.127952942626559,-0.877414607937415,0.648201764617095,"Invertebrate","LC","LT"
6100,0.0154807555744918,0.24430628532304,0.718725833179893,"Invertebrate","LC","LT"
6110,0.407213496218732,0.0478514500927749,0.522534214252006,"Invertebrate","LC","LT"
6120,0.0304168231318064,0.265073798240282,0.28457627118644,"Invertebrate","LC","LT"
6130,-0.0696201157412234,-0.434851567657045,0.514856004283444,"Invertebrate","LC","UT"
6140,0.0735803372050483,-0.365417179627806,0.159828039168857,"Invertebrate","LC","LT"
6150,0.0958599919766281,-0.420544106486077,-0.20443141735804,"Invertebrate","LC","LT"
6160,-0.50354609929078,0.676677616142656,-0.78544061302682,"Invertebrate","LC","UT"
6170,-0.25909090909091,-0.385145676862232,0.688114387846291,"Invertebrate","LC","UT"
6190,0.0124662769798179,-0.568274214175136,0.21589156191539,"FruiNect","LC","LT"
6220,-0.240143369175627,0.585762242233707,0.126074498567335,"Invertebrate","NT","UT"
6240,0.0812009925947147,-0.569875852037551,0.52370843736595,"Invertebrate","LC","LT"
6270,0.00178939929656632,0.00549124182567831,0.247534757308617,"Invertebrate","LC","LT"
6280,0.291420118343195,-0.524756639300452,0.786652653704676,"Invertebrate","LC","LT"
6290,-0.572519908073988,-0.32500099089696,0.241554835724203,"Invertebrate","LC","UT"
6291,0.284164859002169,-0.602731163148532,-0.282598749428092,"Invertebrate","LC","LT"
6292,0.422562141491395,0.100811618966254,-0.18663594470046,"Invertebrate","LC","LT"
6310,-0.0813118376776646,0.244605960593027,0.465372198788792,"Invertebrate","LC","UT"
6320,-0.833333333333334,-0.527540048277374,-0.394932935916544,"Invertebrate","LC","UT"
6330,-0.396551724137933,0.559929789368106,-0.398416886543537,"Invertebrate","LC","UT"
6360,0.103661869192932,-0.276988042238915,-0.191495474788106,"Invertebrate","LC","LT"
6370,-0.732723895983016,-0.140323045860973,0.687366167023554,"Invertebrate","LC","UT"
6430,1,0.515657620041754,-0.86,"Invertebrate","LC","LT"
6450,-0.128048780487804,-0.0364952862280102,0.288705801579126,"Invertebrate","LC","UT"
6460,-0.00446428571428519,-0.225950782997763,-0.117680339462518,"Invertebrate","LC","UT"
6470,-1,1,-1,"Invertebrate","LC","UT"
6480,0.0700685453160694,0.115480102937077,0.309160653940998,"Invertebrate","LC","LT"
6520,-0.162204801737342,-0.484908857100699,0.339064820737432,"Invertebrate","LC","UT"
6540,-0.666868564506359,-0.181383792048929,-0.294245385450597,"Invertebrate","LC","UT"
6550,0.251097804391219,0.188338142012733,0.207647371216143,"Invertebrate","LC","LT"
6560,-0.265748608262526,-0.186823143022975,0.119174548581256,"Invertebrate","LC","UT"
6570,-0.0954478707782677,-0.119403230852833,-0.0376610505450971,"Invertebrate","LC","UT"
6590,-0.196143617021277,-0.265445760849891,-0.101445454944863,"Invertebrate","LC","UT"
6610,-1,-1,0.183673469387754,"Invertebrate","NT","UT"
6620,-0.0778291964661331,-0.265103842518958,-0.160942760942761,"Invertebrate","LC","UT"
6630,-1,-0.373174689021091,0.870073624945864,"Invertebrate","LC","UT"
6650,-0.403508771929826,-0.581623347013222,-0.380382000647458,"Invertebrate","LC","UT"
6670,0.198838896952103,-0.434215870905799,0.290449881610102,"Invertebrate","LC","LT"
6680,1,-0.0425510909270392,-0.463564830653438,"Invertebrate","LC","LT"
6690,0.748717948717948,-0.779848947452996,0.0363196125907987,"Invertebrate","LC","LT"
6710,-0.315352951566887,0.0850210720674314,0.540864291129644,"Invertebrate","LC","UT"
6730,0.213717085119414,0.038751962987691,0.809661708569172,"Invertebrate","LC","LT"
6740,-0.161359861410766,-0.630767728012874,0.378740232012704,"Invertebrate","LC","UT"
6750,-1,-0.800547054040068,-0.0878938640132665,"Invertebrate","LC","UT"
6760,-1,-0.860171630489652,0.852082038533251,"Invertebrate","LC","UT"
6770,0.212351574356395,0.453832092380401,0.601002865329512,"Invertebrate","LC","LT"
6790,0.258741258741258,0.0449477445528066,0.692160611854683,"Invertebrate","LC","LT"
6800,-0.0749999999999999,-0.255774861728662,0.0488984416980114,"Invertebrate","LC","UT"
6810,-0.0144902084090212,-0.414312518209889,0.458257544075337,"Invertebrate","LC","UT"
6830,-0.00716292134831442,0.121321548688642,0.650749086332502,"Invertebrate","LC","UT"
6840,-0.12280701754386,-0.508215569258509,0.818730729701952,"Invertebrate","LC","UT"
6850,-0.389285714285715,-0.154475238527942,0.0640452785224886,"Invertebrate","LC","UT"
6870,0.0533086838739483,-0.564842751133403,0.252671964921896,"Invertebrate","LC","LT"
6882,-0.0341821100248069,-0.526762565993948,0.540696063864613,"PlantSeed","LC","UT"
7000,1,-1,-0.935897435897436,"Invertebrate","VU","LT"
7020,-0.371621621621622,0.487226416533211,0.856517935258093,"Invertebrate","LC","UT"
7030,0.0963819626465049,-0.254349775558999,0.490293387826594,"Omnivore","LC","LT"
7040,0.0175398428051858,-0.624801088071798,0.534959012678227,"Invertebrate","LC","LT"
7050,0.00266666666666708,-0.258009917312249,0.658394079350063,"Omnivore","LC","LT"
7130,-0.270474879559532,0.751540041067762,0.231396534148826,"Invertebrate","LC","UT"
7150,0.0365092860930008,0.163132321368036,0.374470249194778,"Invertebrate","LC","LT"
7180,-0.0670849266813932,-0.461758156762613,0.632624702383474,"Invertebrate","LC","UT"
7190,0.366106080206986,0.228143637651814,-0.416515973478,"Invertebrate","LC","LT"
7210,-0.0803531737948199,-0.519193214577478,0.545650588764603,"Invertebrate","LC","UT"
7221,-0.673469387755102,-0.299870186066638,-0.524590163934426,"Invertebrate","LC","UT"
7222,-0.514719848053181,0.111390267509628,-0.00110375275938177,"Invertebrate","LC","UT"
7240,-0.646502835538753,-0.0619577282921408,0.261363636363635,"Invertebrate","LC","UT"
7250,-0.160401002506265,0.747085048010974,-0.753205128205129,"Invertebrate","LC","UT"
7260,-1,-0.896797743487638,0.359425962165687,"Invertebrate","LC","UT"
7270,0.0986908274592208,-0.728661121519517,0.595225127087872,"Omnivore","LC","LT"
7280,0.0630668635309016,-0.0291715285880992,-0.200802173631777,"Omnivore","LC","LT"
7290,0.0843373493975912,-0.537234042553191,0.896666666666667,"Invertebrate","LC","LT"
7310,0.145536211037683,-0.636815311849966,0.633041307549882,"Invertebrate","LC","LT"
7315,1,1,-1,"Invertebrate","LC","LT"
7320,1,0.165348670021569,-0.990683229813665,"Invertebrate","LC","LT"
7331,1,0.770212765957447,-0.295999999999999,"Invertebrate","LC","LT"
7350,-0.127034438290803,-0.291888295991091,0.0272327371650156,"Invertebrate","LC","UT"
7360,-0.0567735172500198,-0.286458256927838,0.657960920874443,"Invertebrate","LC","UT"
7380,0.0263761467889905,-0.326883131081228,0.393423734822298,"Invertebrate","LC","LT"
7410,-1,-0.30066296362659,-0.501635768811342,"Invertebrate","LC","UT"
7430,0.956521739130436,0.127118644067797,-0.565217391304348,"Invertebrate","LC","LT"
7460,0.116831683168317,0.900029061319384,0.182941903584672,"Invertebrate","LC","LT"
7480,-0.250847457627119,-0.429160462719047,-0.436397155649195,"Invertebrate","LC","UT"
7490,-0.0541277422739888,-0.000162469536961764,0.363663663663664,"Invertebrate","LC","UT"
7510,-0.162689102267822,-0.175097260730617,0.671864226995492,"Invertebrate","LC","UT"
7520,1,0.955257270693513,0.593705293276108,"Invertebrate","LC","LT"
7540,1,-0.561507936507936,0.102150537634409,"Omnivore","LC","LT"
7550,-0.0478945609311989,-0.748681715873456,0.622928977379652,"Invertebrate","LC","UT"
7560,-0.387653972495628,-0.226902311970358,-0.206151920239639,"Omnivore","LC","UT"
7580,-0.0451253603965249,-0.107002443948569,-0.521494485707855,"Invertebrate","LC","UT"
7590,-0.0262939862519227,-0.0936665578116294,0.128948262198573,"Invertebrate","LC","UT"
7610,0.05796550950743,-0.442725932566767,0.420830242234621,"Omnivore","LC","LT"
7630,0.64785553047404,0.0138193470859206,0.329299913569576,"FruiNect","LC","LT"
7660,0.0790057520829329,-0.503106779777365,0.686303886421603,"Invertebrate","LC","LT"
7670,-1,0.473077556397168,-0.458244111349036,"Invertebrate","LC","UT"
7680,0.398072646404745,-0.0418167442677673,0.427693303138143,"Invertebrate","LC","LT"
22860,-1,0.560070228241786,0.0489510489510485,"PlantSeed","LC","UT"
